2004-08-08 06:20:00.000000+0:00,3128,0,79,64,,57.4,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3065,8,64,77,,63.9,228,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3057,0,94,60,,58.3,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3160,0,80,63,,56.7,0,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3182,3,73,61,,52.3,335,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3007,0,73,62,,53.3,0,,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3011,5,58,78,,62,49,14,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3040,0,92,60,,57.7,0,0,,,,,,,,
2004-08-08 06:20:00.000000+0:00,3037,0,0,0,,0,0,,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3089,0,81,58,,52.2,0,0,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3171,0,88,54,,50.5,271,2,,,,,,,,
2004-08-08 06:25:00.000000+0:00,3155,0,79,63,,56.4,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3041,0,91,65,,62.3,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3019,0,88,60,,56.5,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3029,0,83,56,,50.9,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3002,0,75,57,,49.2,265,2,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3028,0,79,61,,54.5,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3000,3,100,57,,57,318,5,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3013,0,79,67,,60.3,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3009,0,54,59,,42.4,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3099,0,85,65,,60.4,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3046,0,76,59,,51.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3190,0,84,59,,54.2,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3047,0,79,61,,54.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3004,5,53,34,,18.7,45,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3055,0,86,54,,49.9,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3101,4,70,60,,50.2,282,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3097,2,84,54,,49.3,272,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3141,0,,57,,,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3166,0,,53,,,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3034,4,72,77,,67.3,51,8,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3188,0,96,53,,51.9,94,1,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3118,2,93,55,,53,290,6,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3026,0,100,60,,60,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3193,0,61,63,,49.4,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3165,0,86,56,,51.9,0,1,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3042,0,86,63,,58.8,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3023,0,90,58,,55.1,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3180,2,79,60,,53.5,338,5,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3178,0,79,58,,51.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3095,0,84,56,,51.3,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3132,0,100,76,,76,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3085,0,55,65,,48.5,318,4,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3068,0,83,61,,55.8,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3172,0,82,58,,52.6,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3061,0,88,52,,48.6,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3142,0,99,58,,57.7,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3164,0,84,62,,57.1,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3181,0,84,59,,54.2,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3062,0,83,64,,58.7,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3084,0,98,54,,53.5,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3177,2,75,59,,51.1,296,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3083,0,87,57,,53.2,0,,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3128,0,78,64,,57,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3067,0,85,55,,50.6,0,0,,,,,,,,
2004-08-08 06:30:00.000000+0:00,3116,0,86,55,,50.9,143,3,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3182,3,74,61,,52.7,298,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3175,0,75,65,,56.9,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3163,0,93,59,,57,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3065,8,64,77,,63.9,230,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3102,0,80,57,,50.9,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3112,0,79,58,,51.5,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3057,0,95,59,,57.6,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3139,0,71,52,,42.9,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3160,0,81,63,,57.1,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3072,0,68,61,,50.4,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3069,0,96,63,,61.9,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3040,0,91,60,,57.4,0,0,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3011,7,59,78,,62.5,58,14,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3037,0,0,0,,0,0,,,,,,,,,
2004-08-08 06:35:00.000000+0:00,3007,1,76,60,,52.4,318,,,,,,,,,
2004-08-08 06:40:00.000000+0:00,3097,2,85,54,,49.6,0,,,,,,,,,
2004-08-08 06:40:00.000000+0:00,3084,0,98,54,,53.5,0,,,,,,,,,
2004-08-08 06:40:00.000000+0:00,3190,0,83,59,,53.9,0,,,,,,,,,
2004-08-08 06:40:00.000000+0:00,3171,0,91,53,,50.5,0,0,,,,,,,,
2004-08-08 06:40:00.000000+0:00,3142,0,100,58,,58,0,0,,,,,,,,
2004-08-08 06:40:00.000000+0:00,3158,0,73,60,,51.3,0,0,,,,,,,,
2004-08-08 06:40:00.000000+0:00,3028,0,80,61,,54.8,0,0,,,,,,,,
2004-08-08 06:40:00.000000+0:00,3002,0,76,56,,48.6,261,1,,,,,,,,
2004-08-08 06:40:00.000000+0:00,3009,0,54,59,,42.4,0,0,,,,,,,,
2004-08-08 06:40:00.000000+0:00,3193,0,62,62,,48.8,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3166,0,,53,,,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3141,0,,57,,,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3013,0,82,66,,60.4,0,0,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3165,0,87,55,,51.2,0,0,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3181,0,84,59,,54.2,0,0,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3089,0,81,58,,52.2,0,0,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3019,0,87,60,,56.1,0,0,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3188,2,97,53,,52.2,127,3,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3061,0,88,53,,49.6,0,0,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3178,0,81,58,,52.2,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3068,0,85,60,,55.5,356,6,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3095,0,85,56,,51.6,0,0,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3085,0,55,65,,48.5,256,4,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3067,0,87,54,,50.2,0,0,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3116,2,87,54,,50.2,203,4,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3029,0,83,57,,51.9,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3172,0,83,58,,52.9,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3046,0,76,59,,51.5,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3062,0,83,64,,58.7,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3026,0,100,60,,60,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3083,0,88,56,,52.5,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3023,0,90,58,,55.1,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3177,3,75,59,,51.1,240,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3042,0,88,62,,58.4,0,0,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3055,0,87,53,,49.3,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3155,0,78,63,,56,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3101,5,71,60,,50.6,289,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3034,4,73,77,,67.7,74,8,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3164,0,85,62,,57.5,0,,,,,,,,,
2004-08-08 06:45:00.000000+0:00,3072,0,70,61,,51.2,0,,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3102,0,83,57,,51.9,0,,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3040,0,91,60,,57.4,346,2,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3139,0,73,51,,42.7,0,0,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3011,5,60,78,,63,41,10,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3175,0,76,65,,57.3,0,,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3007,0,79,59,,52.5,0,,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3182,3,75,61,,53,322,,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3002,0,77,56,,48.9,278,1,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3112,0,80,58,,51.9,0,,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3057,0,95,59,,57.6,0,0,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3128,0,76,64,,56.3,0,0,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3160,0,82,63,,57.4,0,,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3069,2,94,64,,62.3,0,2,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3037,0,0,0,,0,0,,,,,,,,,
2004-08-08 06:50:00.000000+0:00,3065,8,65,76,,63.4,216,,,,,,,,,
2004-08-08 06:55:00.000000+0:00,3155,0,79,63,,56.4,0,,,,,,,,,
2004-08-08 06:55:00.000000+0:00,3142,0,100,58,,58,0,0,,,,,,,,
2004-08-08 06:55:00.000000+0:00,3171,0,92,53,,50.8,0,0,,,,,,,,
2004-08-08 06:55:00.000000+0:00,3028,0,82,61,,55.5,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3128,0,76,64,,56.3,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3047,0,83,61,,55.8,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3089,0,82,58,,52.6,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3178,0,81,58,,52.2,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3118,2,91,56,,53.4,260,6,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3190,0,86,58,,53.9,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3130,0,74,48,,40.1,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3116,0,89,54,,50.9,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3093,0,79,65,,58.3,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3068,2,84,60,,55.2,319,2,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3177,3,76,59,,51.5,323,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3085,0,56,64,,48,287,5,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3095,0,85,56,,51.6,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3046,0,77,59,,51.8,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3188,0,96,53,,51.9,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3165,0,88,55,,51.5,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3132,0,100,76,,76,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3101,4,72,59,,50,274,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3181,0,84,59,,54.2,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3164,0,86,61,,56.8,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3172,0,84,57,,52.2,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3062,0,83,64,,58.7,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3067,0,88,54,,50.5,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3166,0,,52,,,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3083,0,89,56,,52.8,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3099,0,90,65,,62,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3061,0,88,53,,49.6,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3055,0,89,53,,49.9,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3097,0,85,54,,49.6,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3072,0,70,60,,50.2,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3084,0,98,54,,53.5,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3141,0,,57,,,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3158,0,74,60,,51.7,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3041,0,95,64,,62.6,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3029,0,82,56,,50.6,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3197,0,,57,,,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3026,0,100,60,,60,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3019,0,88,60,,56.5,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3004,5,53,34,,18.7,45,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3000,2,100,57,,57,308,8,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3042,0,90,62,,59,294,1,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3034,8,74,77,,68.1,52,8,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3023,0,91,57,,54.4,0,,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3013,0,82,66,,60.4,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3009,0,54,59,,42.4,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3033,0,81,59,,53.2,0,0,,,,,,,,
2004-08-08 07:00:00.000000+0:00,3193,0,63,62,,49.3,0,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3037,0,0,0,,0,0,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3195,3,91,58,,55.4,158,3,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3025,4,76,70,,62.1,152,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3040,0,88,60,,56.5,346,2,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3007,0,81,58,,52.2,0,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3038,5,73,66,,57.1,147,9,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3021,6,86,74,,69.6,60,0,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3011,9,59,78,,62.5,69,17,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3126,1,87,83,,78.7,91,10,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3123,0,60,76,,61.1,0,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3049,0,96,74,,72.8,0,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3105,0,65,76,,63.4,0,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3154,0,50,78,,57.9,52,2,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3099,0,89,65,,61.7,0,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3102,0,84,56,,51.3,0,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3149,0,68,69,,58,0,0,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3192,2,78,62,,55.1,175,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3182,1,75,60,,52.1,316,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3112,0,80,57,,50.9,0,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3139,0,73,51,,42.7,0,0,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3057,0,94,59,,57.3,0,0,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3160,0,83,62,,56.8,0,,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3069,1,93,64,,62,0,2,,,,,,,,
2004-08-08 07:05:00.000000+0:00,3065,8,64,76,,62.9,254,,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3163,0,94,58,,56.3,0,,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3190,0,86,58,,53.9,0,,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3123,0,60,76,,61.1,0,,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3154,0,50,78,,57.9,26,2,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3148,1,62,73,,59.2,172,,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3117,1,61,78,,63.5,175,,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3097,0,86,53,,48.9,0,,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3171,0,92,53,,50.8,270,2,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3089,0,82,58,,52.6,0,0,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3028,0,84,60,,55.2,0,0,,,,,,,,
2004-08-08 07:10:00.000000+0:00,3009,0,55,59,,42.9,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3178,1,82,57,,51.6,25,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3128,0,79,64,,57.4,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3067,0,88,54,,50.5,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3116,0,91,53,,50.5,209,3,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3188,0,97,52,,51.2,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3068,2,87,60,,56.1,311,2,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3158,0,71,60,,50.6,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3134,0,79,68,,61.3,0,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3095,0,85,56,,51.6,309,1,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3090,3,89,62,,58.7,109,3,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3085,3,57,64,,48.5,316,5,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3177,2,75,59,,51.1,278,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3046,0,76,59,,51.5,0,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3155,0,79,62,,55.4,0,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3181,0,84,59,,54.2,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3114,11,82,71,,65.2,195,14,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3143,8,87,64,,60.1,194,10,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3165,2,89,54,,50.9,0,2,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3142,0,100,58,,58,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3172,0,84,57,,52.2,0,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3088,0,77,73,,65.4,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3101,7,73,59,,50.4,301,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3053,6,50,97,,75.2,113,14,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3034,4,75,77,,68.5,41,8,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3106,0,63,75,,61.6,144,5,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3051,0,89,61,,57.8,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3061,0,88,53,,49.6,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3062,0,84,63,,58.1,0,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3083,0,90,55,,52.1,0,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3141,0,,56,,,0,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3179,2,86,69,,64.6,144,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3002,0,78,56,,49.3,0,2,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3055,0,89,53,,49.9,0,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3000,2,100,57,,57,315,7,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3129,0,89,62,,58.7,0,0,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3169,0,100,59,,59,0,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3026,0,100,60,,60,0,,,,,,,,,
2004-08-08 07:15:00.000000+0:00,3096,0,66,67,,55.3,0,0,,,,,,,,
