AGWC1,1000,37.15,-119.51,62
AGZM5,920,48.5,-95.87,63
AHRM3,151,42.3888,-72.5333,64
AHTI,5299,44.025,-111.467,65
AKFLO,4101,42.1647,-121.755,66
A20,6573,37.2608,-116.437,67
ABGV1,459,45.0081,-73.2918,68
AELG1,154,31.1097,-83.4269,69
ALDC1,923,40.1867,-123.59,70
AMOC1,1068,33.3814,-117.286,71
AP004,23,37.1005,-76.545,72
AP038,7,27.8273,-82.6502,73
AP066,7,39.5667,-75.8722,74
AP095,1043,41.1518,-96.0597,75
AP129,827,43.8755,-85.8422,76
AP164,240,45.5878,-122.158,77
AP199,1540,38.713,-120.987,78
AP221,784,49.4017,-97.3033,79
AP254,46,27.8733,-82.2478,80
AP284,269,41.491,-72.8405,81
ALDM8,4660,47.9225,-108.553,82
ALFO3,5320,43.9214,-119.596,83
ALFT1,705,35.07,-86.89,84
ALHF1,148,29.803,-82.41,85
ALLN2,6675,39.7358,-115.519,86
ALMN2,6160,39.4647,-119.872,87
ALRA3,8031,33.8417,-109.122,88
ALRN2,5460,41.6869,-116.766,89
ALSA2,321,60.1958,-154.32,90
ALT,10443,40.571,-111.631,91
ALXC2,8006,38.66,-106.85,92
AMBC1,6939,39.1636,-120.239,93
AMC2,6331,38.8,-104.52,94
AMDN8,2700,46.5461,-103.519,95
AMMI4,1073,42.02,-93.73,96
AMNC1,162,36.7567,-120.371,97
ANDM1,830,44.6531,-70.7941,98
ANDW4,8120,42.4372,-108.946,99
ANEC1,2053,32.8344,-116.74,100
ANEW1,5185,48.7431,-119.622,101
ANG1,57,29.3016,-95.485,102
ANGM8,2949,47.98,-114.17,103
ANIC1,277,34.0158,-119.36,104
ANP1,175,39.0103,-76.609,105
ANPM1,424,44.3769,-68.2608,106
ANRO3,7300,45.21,-117.19,107
ANSO3,6020,42.87,-122.17,108
ANWT2,41,29.6617,-96.2597,109
AOST2,3405,33.7253,-102.191,110
AP001,5190,40.0545,-105.208,111
AP002,7,24.6611,-81.4825,112
AP003,5761,39.608,-104.865,113
AP005,1100,39.0152,-96.2888,114
AP008,112,28.5627,-81.2708,115
AP012,630,41.7024,-86.8787,116
AP013,909,45.0465,-93.3458,117
AP014,151,40.7272,-73.6908,118
AP015,591,42.3447,-74.0305,119
AP017,6549,41.7797,-107.117,120
AP019,1319,42.1972,-79.4243,121
AP020,8940,32.4418,-110.78,122
AP021,4938,40.57,-105.05,123
AP022,20,26.1275,-81.766,124
AP023,2365,35.9953,-115.07,125
AP030,52,27.8572,-82.8043,126
AP034,1217,41.9207,-80.2385,127
AP035,456,47.4693,-122.612,128
AP036,591,47.5533,-122.881,129
AP039,10,27.864,-82.7247,130
AP040,1253,41.2895,-96.0437,131
AP044,1148,34.9517,-82.2593,132
AP046,970,39.4742,-94.5758,133
AP047,10,27.4788,-82.518,134
AP048,69,41.7147,-72.7272,135
AP051,302,34.275,-88.4133,136
AP053,669,31.0638,-97.4925,137
AP056,2464,32.3647,-110.973,138
AP058,1319,41.3428,-94.3172,139
AP059,260,45.8033,-122.702,140
AP060,98,45.375,-73.571,141
AP061,49,38.5422,-121.37,142
AP063,98,28.566,-81.3492,143
AP064,400,43.1312,-77.5115,144
AP065,627,33.2555,-97.0855,145
AP067,108,28.1875,-82.3388,146
AP069,449,40.1575,-75.3975,147
AP070,886,34.7667,-82.5908,148
AP071,295,34.0005,-81.0727,149
AP072,1161,41.5377,-81.18,150
AP073,1470,30.2267,-98.1958,151
AP074,801,44.7835,-93.4913,152
AP075,3556,51.0175,-113.995,153
AP076,677,33.2288,-97.1275,154
AP078,1319,40.9397,-96.8105,155
AP079,535,38.2244,-85.7035,156
AP080,791,44.145,-122.589,157
AP086,741,29.6727,-98.1157,158
AP090,1060,43.0232,-89.4992,159
AP092,322,30.7656,-96.2765,160
AP093,1312,41.32,-96.3658,161
AP096,659,33.2673,-96.5327,162
AP098,367,35.9685,-78.6885,163
AP101,1024,42.6105,-77.8767,164
AP105,33,26.5413,-80.0697,165
AP108,1266,40.2683,-83.6075,166
AP109,873,43.6363,-73.7968,167
AP110,801,40.0352,-82.9913,168
AP114,7,25.7433,-80.215,169
AP117,3937,31.786,-106.382,170
AP119,636,42.8663,-85.8617,171
AP120,630,43.0563,-86.2418,172
AP121,663,42.9708,-86.2208,173
AP122,663,42.8555,-86.2117,174
AP125,663,42.941,-86.0877,175
AP126,614,42.9358,-85.805,176
AP127,728,42.531,-85.8252,177
AP131,810,43.2408,-84.88,178
AP132,925,43.5598,-85.7742,179
AP136,925,43.6417,-86.3293,180
AP137,5525,39.5802,-105.011,181
AP138,951,39.8847,-94.7258,182
AP139,2428,36.2017,-115.26,183
AP142,463,32.8168,-96.7038,184
AP143,577,33.1634,-96.5727,185
AP146,10,28.3772,-80.713,186
AP150,26,28.225,-82.6693,187
AP152,942,45.3452,-93.5917,188
AP154,846,39.106,-84.8805,189
AP155,459,33.563,-95.2968,190
AP156,2346,34.8635,-118.173,191
AP159,223,35.1038,-78.99,192
AP163,915,45.0402,-92.8612,193
AP166,203,18.33,-67,194
AP167,1714,40.7335,-78.9172,195
AP171,1302,46.6033,-120.69,196
AP172,285,46.9833,-123.827,197
AP176,8642,40.859,-105.637,198
AP183,3015,30.8942,-102.891,199
AP184,771,35.993,-80.3108,200
AP185,46,27.9435,-82.7593,201
AP187,620,36.0854,-86.9384,202
AP189,75,28.2605,-81.1443,203
AP190,5502,39.634,-105.048,204
AP191,1204,37.1022,-121.946,205
AP192,820,36.145,-79.845,206
AP193,16,40.5017,-74.5028,207
AP194,584,39.4297,-87.6542,208
AP196,131,41.1533,-72.2883,209
AP200,121,36.6013,-121.837,210
AP201,85,37.4068,-120.849,211
AP203,269,36.5113,-119.682,212
AP204,243,35.2638,-120.711,213
AP205,453,44.4735,-70.0425,214
AP206,781,44.575,-70.005,215
AP207,735,44.478,-69.3438,216
AP209,56,32.9938,-80.27,217
AP210,443,44.633,-69.8933,218
AP212,6883,41.8038,-107.238,219
AP214,289,42.5352,-71.468,220
AP215,2431,46.8427,-102.169,221
AP216,2211,46.587,-100.8,222
AP217,1965,46.4582,-101.233,223
AP218,2057,46.1608,-100.961,224
AP219,1991,47.1072,-101.29,225
AP223,7201,35.6253,-105.433,226
AP224,5098,39.1413,-111.82,227
AP225,991,38.92,-95.4538,228
AP227,1263,35.4525,-97.6968,229
AP228,591,36.0682,-95.6175,230
AP229,643,36.2477,-95.8167,231
AP233,843,38.2652,-84.681,232
AP235,909,38.9487,-84.6626,233
AP240,16,42.3672,-71.2055,234
AP241,292,44.9271,-72.9821,235
AP243,33,45.5083,-73.5625,236
AP244,276,46.7427,-71.4388,237
AP245,190,42.246,-72.6763,238
AP248,466,42.9108,-76.9083,239
AP250,3734,46.638,-111.943,240
AP253,5472,35.0545,-106.54,241
AP255,3999,31.8287,-106.449,242
AP258,210,38.5797,-76.9963,243
AP259,13,38.9747,-76.3342,244
AP260,102,39.5728,-76.0713,245
AP262,66,38.4943,-76.7022,246
AP263,1421,34.2992,-118.511,247
AP264,3196,39.3725,-101.048,248
AP267,499,18.19,-65.92,249
AP268,525,47.6195,-122.046,250
AP271,2297,46.8,-101.408,251
AP273,108,41.5655,-71.4943,252
AP277,423,34.1543,-114.257,253
AP278,141,44.8263,-68.7177,254
AP279,56,43.8492,-69.815,255
AP280,36,30.3597,-91.093,256
AP283,358,41.4925,-72.2758,257
AP286,682,40.4,-75.8333,258
AP289,351,43.2842,-73.654,259
AP291,262,40.7372,-74.4253,260
AP292,121,40.4497,-74.4785,261
AP294,49,39.8847,-74.1738,262
AP295,82,38.6052,-77.1363,263
AP296,62,38.9767,-76.5505,264
AP302,59,18.4,-66.08,265
AP303,246,42.0312,-73.8962,266
AP307,443,39.9848,-75.3793,267
AP313,659,42.9863,-78.6417,268
AP315,591,43.0105,-79.0197,269
AP319,650,43.22,-79.8552,270
AP320,824,42.9938,-80.3172,271
AP321,1248,43.4043,-80.6335,272
AP323,581,47.4455,-122.141,273
AP329,400,36.73,-78.3608,274
AP340,1112,36.135,-81.1733,275
AP341,4472,36.0992,-81.8897,276
AP343,1198,41.4417,-81.4643,277
AP345,620,41.4918,-83.7205,278
AP346,850,40.0208,-83.0543,279
AP350,902,39.6272,-84.2793,280
AP353,682,39.4825,-84.3418,281
AP355,581,42.5235,-82.8774,282
AP359,4321,40.6463,-111.901,283
AP360,581,40.4668,-86.8367,284
AP364,272,32.3458,-90.1243,285
AP370,10,26.9963,-82.3967,286
AP373,7,28.2457,-80.6145,287
AP375,33,27.585,-80.4343,288
AP377,771,42.3763,-87.9911,289
AP388,853,33.8633,-84.0917,290
AP390,1706,33.4045,-111.573,291
AP395,866,33.345,-84.4457,292
AP399,863,43.2055,-88.7252,293
AP400,883,43.1438,-88.593,294
AP401,774,42.6848,-87.9948,295
AP404,1260,38.6048,-78.7855,296
AP407,33,39.1847,-74.7502,297
AP408,8642,39.4922,-105.314,298
AP409,5545,39.6038,-104.947,299
AP414,190,44.735,-67.5018,300
AP415,591,44.2035,-70.69,301
AP422,131,44.2917,-68.342,302
AP423,328,33.991,-114.433,303
AP430,741,38.9522,-92.33,304
AP431,425,38.6717,-90.5392,305
AP446,1240,43.9692,-92.4802,306
AP449,682,43.8805,-91.2322,307
AP450,669,43.768,-91.2155,308
AP454,7,30.1332,-81.632,309
AP455,1250,41.2862,-96.15,310
AP456,6230,41.1922,-104.837,311
AP457,1257,41.428,-96.155,312
AP458,1191,41.4488,-96.4847,313
AP463,801,34.7942,-86.7335,314
AP464,1152,36.1908,-83.9285,315
AP469,279,47.7355,-122.201,316
AP473,203,48.5542,-123.449,317
AP474,240,46.1812,-123.84,318
AP476,922,46.1827,-122.958,319
AP477,154,45.4123,-122.637,320
AP478,2451,47.6358,-117.696,321
AP486,627,39.4288,-76.9761,322
AP492,863,33.69,-114.216,323
AP494,236,42.9182,-70.9558,324
AP495,72,26.2143,-97.998,325
AP499,85,30.4525,-87.2168,326
AP500,722,43.1575,-71.895,327
AP504,1499,37.25,-79.93,328
AP505,30,30.665,-81.5388,329
AP506,883,38.9333,-95.2068,330
AP513,3,30.5238,-88.0868,331
AP517,1686,47.548,-122.808,332
AP519,1040,40.76,-74.8463,333
AP520,110,28.5763,-81.4442,334
AP521,1138,34.1458,-84.1058,335
AP522,535,39.2431,-76.9983,336
AP523,2661,43.6472,-116.316,337
AP526,1680,34.7122,-83.4399,338
AP528,7,24.7085,-81.0959,339
AP530,7,24.6693,-81.3605,340
AP534,74,40.7116,-73.6417,341
AP535,98,41.9929,-71.1669,342
AP537,33,28.4845,-80.8028,343
AP541,199,33.8498,-117.88,344
AP542,5161,40.3447,-105.1,345
AP544,341,40.3747,-75.2703,346
AP551,1362,43.4522,-96.1798,347
AP554,92,39.7405,-74.2905,348
AP555,912,41.63,-72.9452,349
AP556,449,43.552,-79.6735,350
AP558,846,40.5808,-85.69,351
AP560,502,38.3915,-86.9302,352
AP561,472,38.429,-87.778,353
AP565,13,29.8802,-85.2142,354
AP566,125,27.9947,-81.926,355
AP567,600,42.4825,-79.3427,356
AP570,548,40.9467,-76.4522,357
AP571,10,38.1158,-122.268,358
AP573,180,29.663,-82.3347,359
AP574,2021,38.8754,-99.3111,360
AP578,1421,44.0108,-72.4833,361
AP580,502,38.6558,-87.1722,362
AP581,669,40.992,-89.4572,363
AP583,659,40.778,-89.7547,364
AP584,732,44.653,-87.901,365
AP587,846,34.6888,-82.1975,366
AP588,1102,34.9638,-82.7613,367
AP590,588,32.851,-97.2749,368
AP594,325,30.6512,-96.3283,369
AP599,16,30.1955,-85.6742,370
AP605,312,42.45,-73.25,371
AP606,92,45.5083,-73.7963,372
AP611,4232,40.9808,-111.904,373
AP612,4350,41.1142,-112.062,374
AP627,755,50.1494,-96.8891,375
AP638,751,30.3958,-97.6917,376
AP640,1722,46.7717,-100.662,377
AP641,1841,46.8912,-100.778,378
AP642,1204,41.2198,-96.489,379
AP643,1142,41.0472,-96.0977,380
AP647,902,29.553,-98.6247,381
AP650,381,35.6388,-78.863,382
AP651,722,31.636,-97.48,383
AP653,853,32.396,-97.7848,384
AP654,781,32.415,-97.7992,385
AP657,3914,41.8153,-103.673,386
AP674,262,42.708,-71.4453,387
AP677,1627,42.0368,-97.4525,388
AP680,190,42.721,-71.4698,389
AP681,10,48.4423,-122.471,390
AP682,89,45.0108,-124.006,391
AP685,302,45.6605,-122.604,392
AP689,663,34.7245,-86.6453,393
AP690,600,34.6537,-86.5817,394
AP691,630,34.6718,-86.5522,395
AP696,36,37.2728,-76.6761,396
AP697,692,43.9407,-71.1292,397
AP703,1801,36.5878,-82.7847,398
AP704,230,40.2042,-75.4643,399
AP705,1280,36.5238,-82.5072,400
AP706,1850,40.9253,-98.4003,401
AP710,502,47.4393,-122.181,402
AP712,344,42.7875,-71.3995,403
AP715,253,35.6253,-78.3288,404
AP718,512,33.47,-83.265,405
AP720,741,33.665,-84.1767,406
AP723,66,28.601,-81.1685,407
AP724,26,28.0257,-80.6837,408
AP725,66,27.9283,-80.6535,409
AP731,640,37.6453,-122.472,410
AP732,899,43.3195,-88.1683,411
AP733,459,32.89,-95.9255,412
AP739,1489,33.6393,-117.146,413
AP741,5541,39.9852,-105.155,414
AP742,741,33.5917,-84.0502,415
AP744,5351,39.876,-105.095,416
AP747,1032,33.6846,-86.5971,417
AP752,502,40.9892,-74.3472,418
AP754,112,40.9337,-72.8833,419
AP758,56,43.9774,-124.098,420
AP760,5833,38.7272,-104.702,421
AP765,190,41.9286,-74.0195,422
AP766,180,40.8372,-73.0642,423
AP767,745,40.8635,-74.6717,424
AP768,1112,42.6,-77.7,425
AP769,118,27.8798,-81.816,426
AP771,909,44.4547,-93.1637,427
AP772,1142,33.888,-84.5872,428
AP773,7,35.8997,-76.3477,429
AP774,33,30.051,-91.818,430
AP777,1923,36.6277,-82.175,431
AP779,171,34.6907,-79.8997,432
AP780,7277,35.7087,-105.921,433
AP785,1099,30.891,-98.4265,434
AP786,118,29.8645,-95.6333,435
AP787,66,29.6653,-95.4913,436
AP788,3881,31.8708,-106.421,437
AP789,1640,48.2435,-101.275,438
AP794,197,41.9435,-71.3653,439
AP799,676,38.9217,-92.3492,440
AP801,16,30.3672,-89.2195,441
AP802,1841,34.5397,-85.6118,442
AP803,89,36.9822,-122.015,443
AP806,23,46.1517,-122.98,444
C1845,873,38.9403,-95.2768,3352
C1859,540,39.3723,-76.9156,3357
C1886,92,41.5205,-72.8283,3362
C1898,909,44.9905,-93.0766,3367
C1913,92,28.9185,-81.9463,3372
C1938,33,45.4272,-123.936,3377
C1950,600,37.1713,-122.138,3382
C1965,3,27.8355,-82.6607,3387
C1986,847,39.69,-86.0645,3392
C1992,659,35.6516,-80.1792,3397
C2005,52,18.4,-66.04,3402
C2024,6152,37.6247,-104.78,3407
C2034,6499,38.8838,-104.763,3412
C2047,1129,42.7663,-73.0692,3417
C2055,50,33.8622,-78.799,3422
C2066,249,41.6538,-71.1845,3427
C2080,932,39.182,-78.2497,3432
C2094,280,35.838,-78.5597,3437
C2101,730,40.2161,-88.3593,3442
C2110,653,34.0728,-96.3912,3447
C2124,5335,42.8328,-106.306,3452
C2142,879,39.1905,-84.2157,3457
C2151,604,44.6612,-86.0205,3462
C2168,997,35.2458,-96.6875,3467
C2188,364,44.8167,-122.867,3472
C2202,656,44.5364,-72.0066,3477
C2213,980,39.015,-95.7528,3482
C1848,36,36.1053,-75.7212,3353
C1861,900,34.1755,-118.893,3358
C1890,1099,48.612,-93.4147,3363
C1904,4554,46.9517,-112.688,3368
C1921,120,28.4887,-81.7795,3373
C1940,7720,39.7,-105.283,3378
C1952,427,34.991,-92.6125,3383
C1968,748,40.8856,-85.4823,3388
C1987,1040,40.8978,-80.7645,3393
C1999,348,36.8717,-121.656,3398
C2014,1319,33.4263,-111.749,3403
C2026,262,45.2053,-67.5359,3408
C2037,56,39.8837,-75.0158,3413
C2048,1001,29.5983,-98.5275,3418
C2056,5279,40.5255,-105.129,3423
C2069,1138,33.5148,-112.147,3428
C2081,410,45.8167,-77.1167,3433
C2095,4649,39.072,-108.443,3438
C2102,328,39.4163,-76.6112,3443
C2112,312,40.6299,-75.3826,3448
C2128,5010,35.1705,-106.666,3453
C2143,66,28.2238,-82.7155,3458
C2152,774,44.3315,-93.9545,3463
C2172,1014,40.3245,-79.7555,3468
C2192,112,40.1558,-74.2687,3473
C2204,135,41.9922,-72.5958,3478
C2217,764,42.0257,-88.2886,3483
C2230,456,41.6045,-74.345,3487
C2240,13,28.0413,-97.0303,3491
C2265,315,43.1762,-79.4717,3495
C2274,2421,32.2475,-111.03,3499
C2286,2021,44.8212,-119.419,3503
C2295,3652,44.4912,-103.873,3507
C2307,20,39.7212,-74.128,3511
C2314,5390,39.9307,-105.108,3515
C1704,4669,31.9183,-109.908,3519
C1855,268,45.186,-122.587,3523
C2051,3822,35.3538,-101.388,3527
C2220,13,29.9803,-92.2745,3531
C2330,16,42.2562,-71.0362,3535
C2340,535,41.8575,-72.4362,3539
C2352,559,43.158,-75.4622,3543
C2375,748,45.3713,-84.9217,3547
C2387,781,43.0937,-85.2321,3551
C2396,39,39.1437,-75.9852,3555
C2403,3560,36.1205,-81.7362,3559
C2407,736,44.2687,-88.3355,3563
C2420,930,35.6262,-81.1922,3567
C2425,801,43.1795,-73.0447,3571
C2428,7,37.9931,-76.5089,3574
C2439,36,42.6583,-70.6125,3577
C2446,79,40.445,-74.389,3580
C2451,10,38.795,-76.5563,3583
C2462,1229,32.8322,-116.814,3586
C2468,1001,33.869,-84.5033,3589
C2484,20,36.775,-76.0713,3592
C2500,1020,40.4488,-80.2155,3595
C2512,210,47.565,-122.669,3598
C2516,595,41.5022,-88.1597,3601
C2522,1227,41.7972,-73.1711,3604
C2527,46,43.98,-124.095,3607
C2530,13,39.5763,-74.2317,3610
C2540,1079,33.7533,-84.3863,3613
C2545,1575,36.3922,-82.4178,3616
C2552,459,39.5175,-76.4105,3619
C2560,190,47.2352,-122.797,3622
C2564,669,33.3408,-96.4878,3625
C2572,479,43.4888,-71.5075,3628
C2578,740,41.646,-86.1291,3631
C2584,765,35.5653,-80.9725,3634
C2599,354,34.085,-118.1,3637
C2607,213,41.9178,-73.905,3640
C2615,705,45.1808,-85.198,3643
C2627,1512,45.6917,-118.853,3646
C2640,480,33.8617,-87.243,3649
C2647,490,32.5545,-84.0967,3652
C2655,125,37.9213,-122.073,3655
C2665,66,38.9085,-75.9474,3658
C2673,328,41.7432,-73.8168,3661
C2678,988,43.19,-75.0867,3664
C2685,66,40.6805,-74.0008,3667
C2692,1388,47.6643,-94.9842,3670
C2702,1027,39.8303,-84.4153,3673
C2712,699,35.9983,-96.1071,3676
C2722,771,41.3783,-87.3492,3679
C2737,2549,32.2012,-111.029,3682
C2742,33,30.1942,-81.537,3685
C2748,886,46.0555,-118.359,3688
C2751,3691,39.3542,-101.7,3691
C2758,720,41.2084,-90.7588,3694
C2763,52,27.0762,-82.2,3697
C2775,98,40.1655,-74.8488,3700
C2783,7,29.1212,-80.9738,3703
C2789,479,37.2045,-121.872,3706
C2802,1030,40.3003,-82.42,3709
C2817,306,42.3102,-71.5193,3712
C2824,926,38.7928,-91.1528,3715
C2841,1122,43.2184,-88.2701,3718
C2848,20,24.7262,-81.0263,3721
C2856,974,37.5445,-94.6655,3724
C2862,52,40.9437,-74.1525,3727
C2866,85,47.2962,-122.618,3730
C2876,636,37.271,-121.759,3733
C2880,568,42.7095,-71.695,3735
C2885,2651,39.2911,-121.024,3737
C2894,150,44.6333,-124.037,3739
C2905,6001,39.533,-104.901,3741
C2910,171,32.3428,-86.433,3743
C2912,7408,41.2828,-105.531,3745
C2920,1755,45.8505,-118.654,3747
C2923,935,36.0305,-80.073,3749
C2927,292,45.8685,-72.5105,3751
C2931,617,42.2275,-83.2297,3753
C2934,787,32.7713,-116.962,3755
C2943,935,35.6342,-91.8024,3757
C2951,36,34.7578,-77.3825,3759
C2955,796,41.6006,-85.8752,3761
C2958,56,36.8225,-76.2258,3763
C2960,9206,38.757,-105.473,3765
C2965,18,28.3072,-80.6838,3767
C2967,7,36.4542,-76.0808,3769
C2971,16,36.765,-76.1462,3771
C2978,279,37.0753,-121.617,3773
C2980,689,46.9445,-67.9213,3775
C2984,10,27.8875,-97.2017,3777
C2987,728,40.1058,-88.1333,3779
C2989,869,30.507,-97.7345,3781
C2996,4941,40.18,-105.09,3783
C2998,8202,37.6512,-118.976,3785
C3002,974,33.9187,-84.3563,3787
C2378,7,29.9692,-90.2182,3789
C2444,722,45.7128,-119.36,3791
C2536,85,42.55,-70.8921,3793
C2617,709,35.8747,-86.8442,3795
C2708,673,43.2028,-87.9653,3797
C2795,890,39.1203,-95.0625,3799
C2901,4724,42.0878,-111.74,3801
C3005,1280,21.2995,-157.775,3803
C3007,722,30.6063,-97.5867,3805
C3009,1578,33.7833,-116.95,3807
C3018,3,40.0803,-74.8528,3809
C3020,837,34.1898,-118.881,3811
C3033,1253,42.676,-71.9655,3813
C3038,23,36.1998,-75.7601,3815
C3042,23,38.6915,-76.3235,3817
C3046,659,37.1042,-122.05,3819
C3052,60,40.1683,-74.6742,3821
C3056,3119,32.4399,-104.245,3823
C3062,400,39.042,-77.0275,3825
C3064,6801,38.9195,-104.733,3827
C3067,427,44.0678,-123.06,3829
C3071,4938,43.4087,-106.272,3831
C3075,1180,40.1213,-83.6005,3833
C3083,92,48.6197,-123.128,3835
C3087,804,35.5987,-80.8888,3837
C3090,2822,32.4252,-110.993,3839
C3093,564,41.652,-88.112,3841
C1849,469,34.9525,-88.503,3354
C1864,1286,35.052,-98.2642,3359
C1892,66,37.7322,-121.43,3364
C1906,801,38.7909,-91.116,3369
C1925,472,31.5747,-97.0725,3374
C1942,623,33.5497,-86.5322,3379
C1960,607,40.7325,-89.5753,3384
C1981,5577,42.8333,-108.733,3389
C1988,843,43.0857,-88.1535,3394
C1,9911,40.0358,-105.536,3399
C2017,1640,33.3845,-111.709,3404
C2028,801,39.2108,-93.5203,3409
C2039,1299,33.6942,-112.248,3414
C2049,1978,45.5595,-116.835,3419
C2057,451,39.0941,-77.162,3424
C2071,1463,41.4358,-97.4503,3429
C2086,926,43.1885,-89.4578,3434
C2096,755,35.3562,-80.7913,3439
C2106,1083,44.5113,-89.5732,3444
C2113,699,41.6372,-87.8213,3449
C2132,10,34.9325,-76.6922,3454
C2147,1043,38.8097,-94.4675,3459
C2157,10,38.7822,-76.2525,3464
C2183,30,41.822,-72.6798,3469
C2194,26,49.0941,-123.061,3474
C2205,636,39.1,-90.4,3479
C2218,705,32.8843,-97.2172,3484
C2233,79,43.701,-70.279,3488
C2250,869,45.0472,-93.5275,3492
C2267,175,44.0855,-70.2192,3496
C2280,102,40.493,-74.5175,3500
C2288,974,34.1605,-118.619,3504
C2296,436,42.1133,-72.3147,3508
C2308,492,34.4087,-118.946,3512
C2322,46,42.607,-70.8792,3516
C1730,1312,33.2395,-111.873,3520
C1916,892,40.2167,-86.1,3524
C2093,899,41.3958,-85.055,3528
C2324,919,42.7512,-84.4655,3532
C2333,696,41.354,-83.655,3536
C2342,2888,37.0612,-100.932,3540
C2353,1463,33.7438,-113.753,3544
C2379,919,44.9362,-93.1788,3548
C2391,600,35.0287,-81.0211,3552
C2398,98,40.1667,-74.6835,3556
C2404,66,42.3073,-70.8889,3560
C2411,7,39.6047,-76.115,3564
C2421,2248,39.8737,-121.677,3568
C2426,1572,44.7647,-121.272,3572
C2433,981,41.2903,-95.9162,3575
C2440,889,35.2555,-85.0103,3578
C2449,361,34.3445,-88.7972,3581
C2458,417,38.1285,-122.194,3584
C2463,597,39.205,-77.1312,3587
C2469,3720,51.1917,-114.508,3590
C2489,26,30.773,-89.113,3593
C2502,46,34.25,-77.8,3596
C2514,66,26.2672,-81.7158,3599
C2517,82,43.3736,-70.4681,3602
C2525,10,40.588,-73.6933,3605
C2528,1079,34.0293,-84.4465,3608
C2534,394,42.9317,-74.6297,3611
C2541,26,34.725,-76.7613,3614
C2550,982,44.4663,-93.2087,3617
C2553,246,36.3628,-119.633,3620
C2561,351,21.3475,-158.083,3623
C2568,476,47.3128,-123.128,3626
C2574,7,28.0912,-82.7778,3629
C2579,266,38.6672,-77.037,3632
C2587,10,28.03,-82.4205,3635
C2602,1642,45.915,-89.2433,3638
C2610,680,36.1495,-120.367,3641
C2618,778,64.8492,-148.014,3644
C2632,643,40.3667,-122.2,3647
C2642,1181,37.0053,-93.203,3650
C2650,1230,39.4997,-80.0833,3653
C2659,295,47.5575,-122.177,3656
C2670,631,38.8688,-86.5658,3659
C2674,1142,33.5698,-112.308,3662
C2680,30,28.1253,-82.7175,3665
C2689,16,28.5117,-80.8595,3668
C2694,602,33.0495,-97.0175,3671
C2703,13,30.3048,-81.7348,3674
C2715,5170,40.7234,-104.523,3677
C2734,873,42.4847,-92.3428,3680
C2740,295,35.1562,-89.8287,3683
C2743,3688,39.3362,-101.797,3686
C2749,5020,40.4537,-105.067,3689
C2755,285,29.2966,-81.0669,3692
C2761,7,29.3887,-94.9368,3695
C2768,236,45.5597,-122.85,3698
C2779,374,32.8592,-83.6603,3701
C2787,700,39.0793,-81.975,3704
C2791,25,28.0242,-80.6587,3707
C2809,5260,39.982,-105.113,3710
C2819,272,43.0522,-71.1192,3713
C2827,262,42.8287,-71.6503,3716
C2844,502,40.0437,-75.4988,3719
C2850,1063,46.0683,-118.303,3722
C2857,4199,39.5989,-119.275,3725
C2863,4419,41.0867,-112.015,3728
